Primary Key,ASIN,Individual Rating,Review Title,Review Date,Review_Date,Verified Purchase,Helpful Votes,Cleaned Review Text,Sentiment,Standardized Category,Standardized Aspect,Standardized Pain Point
2782,B0C69Z4TKW,1.0,Model number is not same,Reviewed in India on 13 May 2025,2025-05-13,True,0,1st the model number is not same2nd the laptop box seal is broken3rd the original product charger is missing and the gave a another model charger in box4th if you get that laptop in 24k then it ok5th screen is not good because it is a low quality va pannel,Negative,Display - Poor VA Panel Quality,Display,Poor VA Panel Quality
2783,B0C69Z4TKW,4.0,Very good laptop in this budget.,Reviewed in India on 28 July 2024,2024-07-28,True,1,battery backup and performance is very good. display and sound is just ok.,Positive,Display - Poor Quality,Display,Poor Quality
2784,B0C69Z4TKW,4.0,Very good laptop in this budget.,Reviewed in India on 28 July 2024,2024-07-28,True,1,battery backup and performance is very good. display and sound is just ok.,Positive,Audio - Poor Sound Quality,Audio,Poor Sound Quality
2785,B0C69Z4TKW,2.0,Keyboard problem,Reviewed in India on 10 December 2024,2024-12-10,True,3,its not been even year and my keyboard is not functioning correctly due to which my laptop screen keeps getting scrolled down automatically and i claim the warranty i dont know whats wrong with amazon and the dealer they said they will be contacting me soon and its been three days still no update ...very bad service,Negative,Keyboard - Not Working,Keyboard,Not Working
2786,B0C69Z4TKW,2.0,Keyboard problem,Reviewed in India on 10 December 2024,2024-12-10,True,3,its not been even year and my keyboard is not functioning correctly due to which my laptop screen keeps getting scrolled down automatically and i claim the warranty i dont know whats wrong with amazon and the dealer they said they will be contacting me soon and its been three days still no update ...very bad service,Negative,Warranty - Poor Communication,Warranty,Poor Communication
2787,B0C69Z4TKW,3.0,Keyboard not upto mark,Reviewed in India on 15 March 2024,2024-03-15,True,3,"after few weeks, facing issue in keyboard keys, it stuck and hard to press also raise complaint till not resolved yet.",Negative,Keyboard - Sticky or Stuck Keys,Keyboard,Sticky or Stuck Keys
2788,B0C69Z4TKW,2.0,"Bad Display, Rest are okay",Reviewed in India on 9 June 2024,2024-06-09,True,3,"the display quality and sound quality is really bad. youll have to keep it to specific angle to see the web text clearly.otherwise battery, handling processing is okay considering the price.recommendation is to not to buy this one.",Negative,Display - Poor Viewing Angles,Display,Poor Viewing Angles
2789,B0C69Z4TKW,2.0,"Bad Display, Rest are okay",Reviewed in India on 9 June 2024,2024-06-09,True,3,"the display quality and sound quality is really bad. youll have to keep it to specific angle to see the web text clearly.otherwise battery, handling processing is okay considering the price.recommendation is to not to buy this one.",Negative,Audio - Poor Sound Quality,Audio,Poor Sound Quality
2790,B0C69Z4TKW,1.0,Worst product,Reviewed in India on 28 March 2025,2025-03-28,True,1,i should rate zero but its not taking worst experience delivered laptop without windows..cheating please dont buy this product,Negative,Software - OS Not Included,Software,OS Not Included
2791,B0C69Z4TKW,2.0,Doesn't charge after discharge or shutdown somet8,Reviewed in India on 9 June 2024,2024-06-09,True,1,there has been multiple cases where it doesnt charge after plug-in. always i need to deep discharge bios battery to reset charge capability using windowssv... even lenevo people have not resolved it yet.,Negative,Charging Port - Not Working,Charging Port,Not Working
2792,B0C69Z4TKW,2.0,Doesn't charge after discharge or shutdown somet8,Reviewed in India on 9 June 2024,2024-06-09,True,1,there has been multiple cases where it doesnt charge after plug-in. always i need to deep discharge bios battery to reset charge capability using windowssv... even lenevo people have not resolved it yet.,Negative,Power Management - BIOS Battery Issue,Power Management,BIOS Battery Issue
2793,B0C69Z4TKW,2.0,Battery Backup,Reviewed in India on 9 July 2024,2024-07-09,True,6,the battery backup promised is around 6hrs and i got barely 2-3 hrs... after just 10 days of usage the system is starting to hang...,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2794,B0C69Z4TKW,2.0,Battery Backup,Reviewed in India on 9 July 2024,2024-07-09,True,6,the battery backup promised is around 6hrs and i got barely 2-3 hrs... after just 10 days of usage the system is starting to hang...,Negative,Performance - Freezing/Hanging,Performance,Freezing/Hanging
2795,B0C69Z4TKW,1.0,Bad review because damaged product but service is not working,Reviewed in India on 25 April 2024,2024-04-25,True,4,amazon service is not able to purchase any product and performance of this product is not good this bad product and damaged product in amazon. it is not working properly and performance is so very poorly and also quality is not good. lenovo product always defect so i dont shopping with amazon.,Negative,Build - Poor Build Quality,Build,Poor Build Quality
2796,B0C69Z4TKW,1.0,Bad review because damaged product but service is not working,Reviewed in India on 25 April 2024,2024-04-25,True,4,amazon service is not able to purchase any product and performance of this product is not good this bad product and damaged product in amazon. it is not working properly and performance is so very poorly and also quality is not good. lenovo product always defect so i dont shopping with amazon.,Negative,Performance - Unstable/Glitchy,Performance,Unstable/Glitchy
2797,B0C69Z4TKW,1.0,Bad review because damaged product but service is not working,Reviewed in India on 25 April 2024,2024-04-25,True,4,amazon service is not able to purchase any product and performance of this product is not good this bad product and damaged product in amazon. it is not working properly and performance is so very poorly and also quality is not good. lenovo product always defect so i dont shopping with amazon.,Negative,Build - Damaged Product,Build,Damaged Product
2798,B0C69Z4TKW,1.0,3rd class after sale services,Reviewed in India on 29 July 2024,2024-07-29,True,2,laptop got charging issues within 10days and after sale services are so bad. dont even think about buying any laptop from amazon specially of lanovo,Negative,Charging - General Issues,Charging,General Issues
2799,B0C69Z4TKW,1.0,3rd class after sale services,Reviewed in India on 29 July 2024,2024-07-29,True,2,laptop got charging issues within 10days and after sale services are so bad. dont even think about buying any laptop from amazon specially of lanovo,Negative,Customer Service - Poor Experience,Customer Service,Poor Experience
2800,B0C69Z4TKW,1.0,Don't buy it,Reviewed in India on 23 May 2024,2024-05-23,True,1,i have purchased this for my personal use and within one month its gave hardware issue my opinion is not go with this laptop,Negative,Hardware - Early Malfunction,Hardware,Early Malfunction
2801,B0C69Z4TKW,1.0,Sound quality,Reviewed in India on 23 April 2024,2024-04-23,True,3,bad sound quality. breaking the sound middle of the audio.first day onwards i facing this problem. im not satisfied.,Negative,Audio - Poor Sound Quality,Audio,Poor Sound Quality
2802,B0C69Z4TKW,1.0,Sound quality,Reviewed in India on 23 April 2024,2024-04-23,True,3,bad sound quality. breaking the sound middle of the audio.first day onwards i facing this problem. im not satisfied.,Negative,Hardware - Fragile Build,Hardware,Fragile Build
2803,B0C69Z4TKW,1.0,battery life is not good at all,Reviewed in India on 7 May 2024,2024-05-07,True,2,the laptop is fine looks wise and all but the battery life is worst,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2804,B0C69Z4TKW,2.0,Laptop Charging issue facing since 3 months,Reviewed in India on 18 June 2024,2024-06-18,False,0,"laptop taken 6 months back on 16th jan 24 , charging not happening once in march its taken to service center got repaired and now again charging is not getting done . its a new laptop our work is getting impacted badly why should we tolerate this when purchased new laptop ? need a replacement immediately.",Negative,Charging Port - Not Working,Charging Port,Not Working
2805,B0C69Z4TKW,2.0,Laptop Charging issue facing since 3 months,Reviewed in India on 18 June 2024,2024-06-18,False,0,"laptop taken 6 months back on 16th jan 24 , charging not happening once in march its taken to service center got repaired and now again charging is not getting done . its a new laptop our work is getting impacted badly why should we tolerate this when purchased new laptop ? need a replacement immediately.",Negative,Build - Poor Build Quality (Durability),Build,Poor Build Quality (Durability)
2806,B0C69Z4TKW,1.0,charger is not working after few 2-3 months and the the charger is pluged in but not charging,Reviewed in India on 8 October 2024,2024-10-08,False,3,charger is not working after few 2-3 months and the the charger is pluged in but not charging. now dont know what to do,Negative,Charging Port - Not Working,Charging Port,Not Working
2807,B0F6RGV9CQ,1.0,Windows and MS office not avaialble,Reviewed in India on 10 July 2025,2025-07-10,True,0,windows 11 and ms office 2021 were not preloaded. no product key was sent. amazon customer care was hopeless as always. kept me waiting for 1 hour for transferring calls without any resolution. no accountability. no empathy for customer. regretting the decision. finally they asked me contact lenovo customer care. pathetic service.,Negative,Software - MS Office Not Pre-installed,Software,MS Office Not Pre-installed
2808,B0F6RGV9CQ,1.0,Windows and MS office not avaialble,Reviewed in India on 10 July 2025,2025-07-10,True,0,windows 11 and ms office 2021 were not preloaded. no product key was sent. amazon customer care was hopeless as always. kept me waiting for 1 hour for transferring calls without any resolution. no accountability. no empathy for customer. regretting the decision. finally they asked me contact lenovo customer care. pathetic service.,Negative,Customer Support - Ineffective (Amazon),Customer Support,Ineffective (Amazon)
2809,B0F6RGV9CQ,1.0,Windows and MS office not avaialble,Reviewed in India on 10 July 2025,2025-07-10,True,0,windows 11 and ms office 2021 were not preloaded. no product key was sent. amazon customer care was hopeless as always. kept me waiting for 1 hour for transferring calls without any resolution. no accountability. no empathy for customer. regretting the decision. finally they asked me contact lenovo customer care. pathetic service.,Negative,Hardware - Missing Support Material,Hardware,Missing Support Material
2810,B0BDM5ZZ86,5.0,"Lenovo ThinkPad E14, 16GB ram, SSD 1TB",Reviewed in India on 5 June 2025,2025-06-05,True,0,product quality was good and original.model received was different.,Negative,Delivery - Wrong Model Delivered,Delivery,Wrong Model Delivered
2811,B0BDM5ZZ86,4.0,Good performing Laptop,Reviewed in India on 2 September 2024,2024-09-02,True,1,"laptop performance is as usual thinkpad and it isvery good. it came with office 2021. initial set up is straight forward and easy. battery life is also good. only issue was warranty shows only for 3 month and then contacted lenovo and submitted all proof of purchase, after that they updated the warranty for 1 year.",Positive,Warranty - Short Duration,Warranty,Short Duration
2812,B0BDM5ZZ86,4.0,Good performing Laptop,Reviewed in India on 2 September 2024,2024-09-02,True,1,"laptop performance is as usual thinkpad and it isvery good. it came with office 2021. initial set up is straight forward and easy. battery life is also good. only issue was warranty shows only for 3 month and then contacted lenovo and submitted all proof of purchase, after that they updated the warranty for 1 year.",Positive,Warranty - Requires Additional Documentation,Warranty,Requires Additional Documentation
2813,B0BDM5ZZ86,5.0,Great battery support,Reviewed in India on 20 August 2023,2023-08-20,True,9,i just love this laptop. it has almost 6 hours battery back up while using youtube and other things are as good as promised by lenovo. the only problem was with the amazon delivery agent who ask for the otp even before i could open the box and check the product. which is against the amazon delivery policies.,Positive,Delivery - OTP/Verification Issue,Delivery,OTP/Verification Issue
2814,B0BDM5ZZ86,1.0,Poor battery backup and low quality display,Reviewed in India on 28 March 2024,2024-03-28,True,2,i orderded this laptop in 79k and after looking at display quality i surprised that this laptop display is very poor than 50k laptops in the market.and after 2 months my battery backup also gone down.after looking at display immediately palced return order next day of receiving but no one came for pickup. after calling customer support multiple time thay said we will not return your laptop because its costly item and we checked with seller that item sent is good. i got shocked because my return was placed after technical check by them only saying some issues are there in systems. now they are saying everything okay. after multiple try they did not return my laptop.i wasted my 79k.,Negative,Display - Poor Quality,Display,Poor Quality
2815,B0BDM5ZZ86,1.0,Poor battery backup and low quality display,Reviewed in India on 28 March 2024,2024-03-28,True,2,i orderded this laptop in 79k and after looking at display quality i surprised that this laptop display is very poor than 50k laptops in the market.and after 2 months my battery backup also gone down.after looking at display immediately palced return order next day of receiving but no one came for pickup. after calling customer support multiple time thay said we will not return your laptop because its costly item and we checked with seller that item sent is good. i got shocked because my return was placed after technical check by them only saying some issues are there in systems. now they are saying everything okay. after multiple try they did not return my laptop.i wasted my 79k.,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2816,B0BDM5ZZ86,1.0,Poor battery backup and low quality display,Reviewed in India on 28 March 2024,2024-03-28,True,2,i orderded this laptop in 79k and after looking at display quality i surprised that this laptop display is very poor than 50k laptops in the market.and after 2 months my battery backup also gone down.after looking at display immediately palced return order next day of receiving but no one came for pickup. after calling customer support multiple time thay said we will not return your laptop because its costly item and we checked with seller that item sent is good. i got shocked because my return was placed after technical check by them only saying some issues are there in systems. now they are saying everything okay. after multiple try they did not return my laptop.i wasted my 79k.,Negative,Return Policy - Difficult Process,Return Policy,Difficult Process
2817,B0BDM5ZZ86,3.0,Laptop too pricey,Reviewed in India on 31 July 2023,2023-07-31,False,1,till yesterday this laptop was on sale for 74k and now suddenly they have increased the prices to more than 82k.not sure whether this price will come down during sale time or not.,Negative,Price - Price Increased,Price,Price Increased
2818,B0BDM5ZZ86,2.0,Office 2021 not installed,Reviewed in India on 20 March 2025,2025-03-20,True,0,office 2021 mentioned in the description but its not installed .please review it.,Negative,Software - Not Pre-installed,Software,Not Pre-installed
2819,B0BDM5ZZ86,1.0,Received low configuration product,Reviewed in India on 28 August 2024,2024-08-28,True,3,"a wrong product, they send me thinkpad but gen and modal is completely low. please check all the things.i recommend to check every feature. dont just check ram and processor only.what i received can be buy on half of the price.i hope i can rate in minus.",Negative,Delivery - Incorrect Product Shipped,Delivery,Incorrect Product Shipped
2820,B0BDM5ZZ86,1.0,Received low configuration product,Reviewed in India on 28 August 2024,2024-08-28,True,3,"a wrong product, they send me thinkpad but gen and modal is completely low. please check all the things.i recommend to check every feature. dont just check ram and processor only.what i received can be buy on half of the price.i hope i can rate in minus.",Negative,Price - High,Price,High
2821,B0BDM5ZZ86,2.0,Lenova Think pad,Reviewed in India on 13 January 2024,2024-01-13,True,4,battery performance is too poor .only one hour .i got this on 5th jan and now there is option to return,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2822,B0BDM5ZZ86,1.0,Not good display quality is cheap in this segment you will get better display quality,Reviewed in India on 17 July 2024,2024-07-17,True,0,not good display quality is cheap in this segment you will get better display quality and i am facing issue on sound not working i am not able to hear any sound from youtube or any video if i am playing on it,Negative,Display - Poor Quality,Display,Poor Quality
2823,B0BDM5ZZ86,1.0,Not good display quality is cheap in this segment you will get better display quality,Reviewed in India on 17 July 2024,2024-07-17,True,0,not good display quality is cheap in this segment you will get better display quality and i am facing issue on sound not working i am not able to hear any sound from youtube or any video if i am playing on it,Negative,Audio - Speakers Not Working,Audio,Speakers Not Working
2824,B0BDM5ZZ86,5.0,Excellent,Reviewed in India on 18 April 2023,2023-04-18,True,5,"display, battery, keyboard,sound,speed,look is really better and value for money.",Positive,Display - Positive Feedback (Implied),Display,Positive Feedback (Implied)
2825,B0BDM5ZZ86,5.0,Excellent,Reviewed in India on 18 April 2023,2023-04-18,True,5,"display, battery, keyboard,sound,speed,look is really better and value for money.",Positive,Battery - No Issue,Battery,No Issue
2826,B0BDM5ZZ86,5.0,Excellent,Reviewed in India on 18 April 2023,2023-04-18,True,5,"display, battery, keyboard,sound,speed,look is really better and value for money.",Positive,Keyboard - Not Mentioned,Keyboard,Not Mentioned
2827,B0BDM5ZZ86,5.0,Excellent,Reviewed in India on 18 April 2023,2023-04-18,True,5,"display, battery, keyboard,sound,speed,look is really better and value for money.",Positive,Audio - Positive/Not a Concern,Audio,Positive/Not a Concern
2828,B0BDM5ZZ86,5.0,Excellent,Reviewed in India on 18 April 2023,2023-04-18,True,5,"display, battery, keyboard,sound,speed,look is really better and value for money.",Positive,Speed - Positive / Not a Problem,Speed,Positive / Not a Problem
2829,B0BDM5ZZ86,5.0,Excellent,Reviewed in India on 18 April 2023,2023-04-18,True,5,"display, battery, keyboard,sound,speed,look is really better and value for money.",Positive,Look/Design - Positive (Implied),Look/Design,Positive (Implied)
2830,B0BDM5ZZ86,1.0,No charging brick,Reviewed in India on 13 February 2024,2024-02-13,True,1,this item was purchased as a gift but arrived without a charger in the box. had to purchase the charger separately at cost.,Negative,Packaging - Missing Accessories,Packaging,Missing Accessories
2831,B0BDM5ZZ86,1.0,G series laptop,Reviewed in India on 29 May 2024,2024-05-29,False,1,this is g series laptop. performance low. h series choose the high performance laptop. dont buy this laptop. not useful,Negative,Performance - Poor Performance,Performance,Poor Performance
2832,B0DGX82JJW,2.0,Hp review,Reviewed in India on 8 July 2025,2025-07-08,True,0,very bad battery drain very fast,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2833,B0DGX82JJW,1.0,Only 6 months warranty was given although amazon promoised 1 year warranty,Reviewed in India on 21 May 2025,2025-05-21,True,5,"amazon has promised 1 year warranty on this product but i got only 6 months warranty .i am very dissatisfied and disappointed by amazon,it was the first time i ordered a expensive product from amazon but they have disappointed me.i have also shared the photo in which i am seeing the warranty only 6 months on official hp website.i buyed this laptop on 15 may 2025 but the was started on 18 september 2024.plz look on this issue",Negative,Warranty - Incorrect Duration,Warranty,Incorrect Duration
2834,B0DGX82JJW,1.0,Only 6 months warranty was given although amazon promoised 1 year warranty,Reviewed in India on 21 May 2025,2025-05-21,True,5,"amazon has promised 1 year warranty on this product but i got only 6 months warranty .i am very dissatisfied and disappointed by amazon,it was the first time i ordered a expensive product from amazon but they have disappointed me.i have also shared the photo in which i am seeing the warranty only 6 months on official hp website.i buyed this laptop on 15 may 2025 but the was started on 18 september 2024.plz look on this issue",Negative,Customer Support - Unresponsive,Customer Support,Unresponsive
2835,B0D81CT9JJ,1.0,Good product but issue with warranty,Reviewed in India on 19 May 2025,2025-05-19,True,11,update: 20 days since i bought it.. issue mentioned below oersists.product as such is working as expected but its delivered with serial number mismatch. the one in actual product and the amazon invoice and warranty slip are not matching and because of this hp warranty is showing some old date. neither hp or amazon is able to solve the issue even after couple of weeks and multiple follow ups . many users have reported this issue in the review. will update back if the issue gets resolved. till then its a single star.,Negative,Warranty - Serial Number Mismatch,Warranty,Serial Number Mismatch
2836,B0D81CT9JJ,1.0,Good product but issue with warranty,Reviewed in India on 19 May 2025,2025-05-19,True,11,update: 20 days since i bought it.. issue mentioned below oersists.product as such is working as expected but its delivered with serial number mismatch. the one in actual product and the amazon invoice and warranty slip are not matching and because of this hp warranty is showing some old date. neither hp or amazon is able to solve the issue even after couple of weeks and multiple follow ups . many users have reported this issue in the review. will update back if the issue gets resolved. till then its a single star.,Negative,Customer Support - Issue Not Resolved,Customer Support,Issue Not Resolved
2837,B0D81CT9JJ,4.0,Warranty active prior to the purchase.,Reviewed in India on 21 June 2025,2025-06-21,True,0,"a good product offering amazing performance and speed. one thing to look out for is for the warranty, which for my device has been active since a year prior to my purchase. i raised the issue with hps customer support with the invoice and the warranty/pay slip and it was rectified.",Positive,Warranty - Incorrect Start Date,Warranty,Incorrect Start Date
2838,B0D81CT9JJ,5.0,HP Victus Gaming Laptop fa1379TX  highly recommended product!!!!!!!,Reviewed in India on 12 March 2025,2025-03-12,True,6,"hp victus laptop is bestperformance is beston time deliverybattery life good for coding and regular usedisplay is niceheating is not issue for consideration, played gta 5 without any problem.great deal......value for moneygo for it............before buying i had read comments of this product, some where facing issue with performance and warranty date , i need to focus on that issues.1- first regarding performance- there are many updates you need to do, which includes windows 11 and hardware drivers, it many takes 2-3 days in background to complete the updates. it takes several restart, and low performance in between, after its done, no issue with performance.2- warranty date- my warranty was showing from august 2024 instead of february 2025, while contacting hp support, the issues was sorted.highly recommended product!!!!!!!",Positive,Performance - Temporary Slowness (Until Updates),Performance,Temporary Slowness (Until Updates)
2839,B0D81CT9JJ,5.0,HP Victus Gaming Laptop fa1379TX  highly recommended product!!!!!!!,Reviewed in India on 12 March 2025,2025-03-12,True,6,"hp victus laptop is bestperformance is beston time deliverybattery life good for coding and regular usedisplay is niceheating is not issue for consideration, played gta 5 without any problem.great deal......value for moneygo for it............before buying i had read comments of this product, some where facing issue with performance and warranty date , i need to focus on that issues.1- first regarding performance- there are many updates you need to do, which includes windows 11 and hardware drivers, it many takes 2-3 days in background to complete the updates. it takes several restart, and low performance in between, after its done, no issue with performance.2- warranty date- my warranty was showing from august 2024 instead of february 2025, while contacting hp support, the issues was sorted.highly recommended product!!!!!!!",Positive,Warranty - Incorrect Start Date,Warranty,Incorrect Start Date
2840,B0D81CT9JJ,1.0,Warranty started in wrong date,Reviewed in India on 8 July 2025,2025-07-08,True,1,i recently purchased my hp victus laptop. the main issue is battery backup is very poor.the laptop warranty is wrong date and mismatched number. i contact amazon customer care but they didnt resolve my issue. i get only 1 month warranty on my laptop. my suggestion is dont buy laptop on online,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2841,B0D81CT9JJ,1.0,Warranty started in wrong date,Reviewed in India on 8 July 2025,2025-07-08,True,1,i recently purchased my hp victus laptop. the main issue is battery backup is very poor.the laptop warranty is wrong date and mismatched number. i contact amazon customer care but they didnt resolve my issue. i get only 1 month warranty on my laptop. my suggestion is dont buy laptop on online,Negative,Warranty - Incorrect Activation & Serial Number,Warranty,Incorrect Activation & Serial Number
2842,B0D81CT9JJ,3.0,Average,Reviewed in India on 12 June 2025,2025-06-12,True,0,all qualities are good..but mousepad is not working efficiently,Negative,Mouse - Not Working,Mouse,Not Working
2843,B0D81CT9JJ,4.0,Product was as expected,Reviewed in India on 19 February 2025,2025-02-19,True,7,"product is of good quality, value for money.although my warranty had started 25 days prior ro the purchase if the product, which left me thinking how is that possible",Positive,Warranty - Incorrect Start Date,Warranty,Incorrect Start Date
2844,B0D81CT9JJ,5.0,Nice product,Reviewed in India on 4 March 2025,2025-03-04,True,1,nice laptop but little heavier,Positive,Design - Bulky,Design,Bulky
2845,B0D81CT9JJ,1.0,Wrost product,Reviewed in India on 21 March 2025,2025-03-21,True,3,wrost product. screen quality low and battery very weak.,Negative,Display - Poor Quality,Display,Poor Quality
2846,B0D81CT9JJ,1.0,Wrost product,Reviewed in India on 21 March 2025,2025-03-21,True,3,wrost product. screen quality low and battery very weak.,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2847,B0D81CT9JJ,1.0,"Misleading information, wrong specs",Reviewed in India on 29 April 2025,2025-04-29,False,4,amazon or this seller scheming people...nvidia rtx 3050a does not have ray tracing gen 3 or dlss gen 4.however..this laptop shows such featurs in details image..really misleading. i was planing to buy this one but i am afraid i can trust this platform now,Negative,Description - Inaccurate Information,Description,Inaccurate Information
2848,B0D81CT9JJ,1.0,"Misleading information, wrong specs",Reviewed in India on 29 April 2025,2025-04-29,False,4,amazon or this seller scheming people...nvidia rtx 3050a does not have ray tracing gen 3 or dlss gen 4.however..this laptop shows such featurs in details image..really misleading. i was planing to buy this one but i am afraid i can trust this platform now,Negative,Trustworthiness - Unreliable,Trustworthiness,Unreliable
2849,B0D81CT9JJ,1.0,Fake information,Reviewed in India on 11 January 2025,2025-01-11,False,2,nvidia rtx 3050a doesnt support dlsr4. dlsr4 will be used in rtx 5000 series. dont buy it you will get better laptop at this price with rtx 4050,Negative,Graphics - Missing Feature,Graphics,Missing Feature
2850,B0D81CT9JJ,1.0,Known Issue of folding after a year,Reviewed in India on 18 September 2024,2024-09-18,False,5,after 1 year the screen hinges for folding become issue and the plastic panel breaks. plastic quality is bad and should be ready to spend 2-3k.,Negative,Build - Poor Hinge Quality,Build,Poor Hinge Quality
2851,B0D81CT9JJ,1.0,Known Issue of folding after a year,Reviewed in India on 18 September 2024,2024-09-18,False,5,after 1 year the screen hinges for folding become issue and the plastic panel breaks. plastic quality is bad and should be ready to spend 2-3k.,Negative,Build - Poor Build Quality,Build,Poor Build Quality
2852,B0D81CT9JJ,1.0,Rtx 3050A not for gaming,Reviewed in India on 16 September 2024,2024-09-16,False,12,rtx 3050a is mainly for editing as it has 64 but in 2024 very bad for gamingis looking for gaming instead buy rtx 3050 6gb loq,Negative,Gaming - Poor Experience,Gaming,Poor Experience
2853,B0D81CT9JJ,1.0,Rtx 3050A not for gaming,Reviewed in India on 16 September 2024,2024-09-16,False,12,rtx 3050a is mainly for editing as it has 64 but in 2024 very bad for gamingis looking for gaming instead buy rtx 3050 6gb loq,Negative,GPU - Limited Performance,GPU,Limited Performance
2854,B0D81CT9JJ,4.0,Use mouse and keyboard,Reviewed in India on 9 May 2025,2025-05-09,True,1,the touch pad is week i prefer to use a physical mouse for it otherwise our tochpad stuck repeatedly. build quality awesome looks max heat level is very high performance is value for money not good battery life.,Mixed,Touchpad - Button Issues,Touchpad,Button Issues
2855,B0D81CT9JJ,4.0,Use mouse and keyboard,Reviewed in India on 9 May 2025,2025-05-09,True,1,the touch pad is week i prefer to use a physical mouse for it otherwise our tochpad stuck repeatedly. build quality awesome looks max heat level is very high performance is value for money not good battery life.,Mixed,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2856,B0CWDBJ3Q8,1.0,Sound quality is too low can'y hear anything,Reviewed in India on 5 June 2025,2025-06-05,True,0,"the sound is very low, i can barely hear any thing from the laptop.tried connecting with the get product support from amazon but its saying they dont provide support in my city.i belong to delhi/ncr, if they dont provide support here then what is the meaning of showing that option.as per price range of the laptop and the bo sound system the quality of sound is very very low, i am not sure its a problem or this laptop has this level of sound quality only.any help would be appreciatedso dont buy this product its not worth it waste of money.",Negative,Audio - Low Volume,Audio,Low Volume
2857,B0CWDBJ3Q8,1.0,Sound quality is too low can'y hear anything,Reviewed in India on 5 June 2025,2025-06-05,True,0,"the sound is very low, i can barely hear any thing from the laptop.tried connecting with the get product support from amazon but its saying they dont provide support in my city.i belong to delhi/ncr, if they dont provide support here then what is the meaning of showing that option.as per price range of the laptop and the bo sound system the quality of sound is very very low, i am not sure its a problem or this laptop has this level of sound quality only.any help would be appreciatedso dont buy this product its not worth it waste of money.",Negative,Customer Support - Limited Availability,Customer Support,Limited Availability
2858,B0CWDBJ3Q8,3.0,Laptop has been very Hit,Reviewed in India on 13 October 2024,2024-10-13,True,1,hp have good quality but my laptop has dont good quality this product has must 15 state so that very hot,Negative,Cooling - Poor Heat Dissipation,Thermal Management,Poor Heat Dissipation
2859,B0CWDBJ3Q8,2.0,Quality,Reviewed in India on 7 March 2025,2025-03-07,True,0,the built quality is very cheap,Negative,Build - Poor Build Quality,Build,Poor Build Quality
2860,B0CWDBJ3Q8,1.0,Touch pad is damaged,Reviewed in India on 28 June 2025,2025-06-28,True,0,defective product delivered,Negative,Laptop - Defective,Laptop,Defective
2861,B0CWDBJ3Q8,2.0,Return or Replacement of LAPTOP,Reviewed in India on 29 August 2024,2024-08-29,True,4,"the laptop hp pavilion 14 received on 17.o8.2024 is not functioning i.e. keyboard is not functioning. i have requested for replacement, but no response has received from your side.pl. replace or return the laptop",Negative,Keyboard - Not Working,Keyboard,Not Working
2862,B0CWDBJ3Q8,2.0,Return or Replacement of LAPTOP,Reviewed in India on 29 August 2024,2024-08-29,True,4,"the laptop hp pavilion 14 received on 17.o8.2024 is not functioning i.e. keyboard is not functioning. i have requested for replacement, but no response has received from your side.pl. replace or return the laptop",Negative,Customer Service - Unresponsive,Customer Service,Unresponsive
2863,B0CWDBJ3Q8,1.0,Grey market product,Reviewed in India on 6 October 2024,2024-10-06,True,2,"recieved a used product, warranty was showing only 9 months instead of 1 year. most cheap service from amazon and seller.",Negative,Warranty - Short Duration,Warranty,Short Duration
2864,B0CWDBJ3Q8,1.0,Grey market product,Reviewed in India on 6 October 2024,2024-10-06,True,2,"recieved a used product, warranty was showing only 9 months instead of 1 year. most cheap service from amazon and seller.",Negative,Customer Service - Poor,Customer Service,Poor
2865,B0CWDBJ3Q8,1.0,"Warranty is showing 18 July 2024, whereas I have purchased in 27th September 2024.",Reviewed in India on 30 September 2024,2024-09-30,True,3,"warranty is showing wrong on hp portal, laptop inbuilt sound is crawling, no sound appear in running ceiling fan.",Negative,Audio - Low Volume,Audio,Low Volume
2866,B0CWDBJ3Q8,1.0,"Warranty is showing 18 July 2024, whereas I have purchased in 27th September 2024.",Reviewed in India on 30 September 2024,2024-09-30,True,3,"warranty is showing wrong on hp portal, laptop inbuilt sound is crawling, no sound appear in running ceiling fan.",Negative,Warranty - Incorrect Information on Portal,Warranty,Incorrect Information on Portal
2867,B0CWDBJ3Q8,1.0,Do not buy for Appario seller,Reviewed in India on 26 July 2024,2024-07-26,True,16,product is good. appario is not a hp authorised seller hence you will not get back to college offer or extended warrenty.do not get scam like me.,Positive,Seller - Unauthorized Seller,Seller,Unauthorized Seller
2868,B0CWDBJ3Q8,1.0,Do not buy for Appario seller,Reviewed in India on 26 July 2024,2024-07-26,True,16,product is good. appario is not a hp authorised seller hence you will not get back to college offer or extended warrenty.do not get scam like me.,Positive,Warranty - No Extended Warranty,Warranty,No Extended Warranty
